p_perm,p_midp,p_boot,sig_perm,sig_midp,sig_boot,n1,n2,k,alpha,assoc,rep,scenario
0.2929414117176565,0.1699,0.15956808638272346,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.05018996200759848,0.025,0.014197160567886422,FALSE,TRUE,TRUE,5,5,3,0.05,2,2,H1 (Power)
0.4513097380523895,0.2256,0.3199360127974405,FALSE,FALSE,FALSE,5,5,3,0.05,2,2,H1 (Power)
0.17256548690261947,0.0907,0.02459508098380324,FALSE,FALSE,TRUE,5,5,3,0.05,2,2,H1 (Power)
1,0.7068,0.7262547490501899,FALSE,FALSE,FALSE,5,5,3,0.05,2,2,H1 (Power)
0.16836632673465307,0.0878,0.023395320935812838,FALSE,FALSE,TRUE,5,5,3,0.05,2,2,H1 (Power)
0.007198560287942412,0.0035,0.004399120175964807,TRUE,TRUE,TRUE,5,5,3,0.05,2,2,H1 (Power)
0.523495300939812,0.3457,0.20075984803039393,FALSE,FALSE,FALSE,5,5,3,0.05,2,2,H1 (Power)
0.6798640271945611,0.4825,0.3219356128774245,FALSE,FALSE,FALSE,5,5,3,0.05,2,2,H1 (Power)
0.07838432313537293,0.0391,0.05698860227954409,FALSE,TRUE,FALSE,5,5,3,0.05,2,2,H1 (Power)
0.2411517696460708,0.1355,0.20455908818236354,FALSE,FALSE,FALSE,5,5,3,0.05,2,2,H1 (Power)
0.6842631473705258,0.4263,0.25574885022995403,FALSE,FALSE,FALSE,5,5,3,0.05,2,2,H1 (Power)
1,0.8433,0.740251949610078,FALSE,FALSE,FALSE,5,5,3,0.05,2,2,H1 (Power)
0.13737252549490103,0.0799,0.02299540091981604,FALSE,FALSE,TRUE,5,5,3,0.05,2,2,H1 (Power)
0.16416716656668667,0.082,0.13897220555888823,FALSE,FALSE,FALSE,5,5,3,0.05,2,2,H1 (Power)
0.010397920415916816,0.0051,0.007598480303939212,TRUE,TRUE,TRUE,5,5,3,0.05,2,2,H1 (Power)
0.05038992201559688,0.0251,0.008198360327934412,FALSE,TRUE,TRUE,5,5,3,0.05,2,2,H1 (Power)
0.28934213157368527,0.1886,0.17376524695060988,FALSE,FALSE,FALSE,5,5,3,0.05,2,2,H1 (Power)
0.366126774645071,0.2028,0.27734453109378127,FALSE,FALSE,FALSE,5,5,3,0.05,2,2,H1 (Power)
0.023595280943811237,0.0117,0.016596680663867228,TRUE,TRUE,TRUE,5,5,3,0.05,2,2,H1 (Power)
0.23635272945410918,0.1349,0.1915616876624675,FALSE,FALSE,FALSE,5,5,3,0.05,2,2,H1 (Power)
0.08518296340731854,0.0466,0.04899020195960808,FALSE,TRUE,TRUE,5,5,3,0.05,2,2,H1 (Power)
0.04619076184763048,0.023,0.003999200159968006,TRUE,TRUE,TRUE,5,5,3,0.05,2,2,H1 (Power)
0.35912817436512695,0.197,0.28214357128574286,FALSE,FALSE,FALSE,5,5,3,0.05,2,2,H1 (Power)
0.21655668866226754,0.1335,0.08978204359128174,FALSE,FALSE,FALSE,5,5,3,0.05,2,2,H1 (Power)
1,0.7197,0.5258948210357929,FALSE,FALSE,FALSE,5,5,3,0.05,2,2,H1 (Power)
0.7134573085382924,0.4743,0.31073785242951407,FALSE,FALSE,FALSE,5,5,3,0.05,2,2,H1 (Power)
0.021795640871825634,0.0108,0.0027994401119776045,TRUE,TRUE,TRUE,5,5,3,0.05,2,2,H1 (Power)
0.05158968206358728,0.0257,0.002999400119976005,FALSE,TRUE,TRUE,5,5,3,0.05,2,2,H1 (Power)
0.1864679822795006,0.0931520644511581,0.16250503423278292,FALSE,FALSE,FALSE,5,5,3,0.05,2,2,H1 (Power)
0.4375124975004999,0.2992,0.3633273345330934,FALSE,FALSE,FALSE,5,5,3,0.05,2,2,H1 (Power)
0.524495100979804,0.3427,0.29614077184563087,FALSE,FALSE,FALSE,5,5,3,0.05,2,2,H1 (Power)
1,0.5812,0.6562687462507498,FALSE,FALSE,FALSE,5,5,3,0.05,2,2,H1 (Power)
